Applied,Marks,NextMarks
1,95,95
0,50,92
0,84,89
1,89,90
0,73,80
0,51,83
0,90,98
1,70,70
0,87,98
1,80,81
0,97,99
0,59,91
0,80,90
1,66,67
0,65,79
1,65,65
0,69,91
0,75,87
0,50,80
1,93,99
1,93,94
0,95,98
0,59,93
1,94,95
1,94,98
0,78,87
1,98,98
0,59,89
0,61,67
1,95,96
0,69,72
0,58,65
1,86,87
0,93,95
1,79,81
1,63,72
1,87,96
0,53,96
1,57,57
0,80,90
1,63,63
0,84,90
0,50,94
1,98,98
0,86,93
0,62,96
1,98,98
0,69,95
0,83,90
1,92,96
1,94,98
0,60,82
0,85,89
0,65,83
1,51,76
0,91,96
0,53,67
1,59,62
1,92,96
0,56,66
0,80,88
0,54,57
1,93,93
0,88,98
0,87,91
1,91,95
0,94,98
0,55,89
1,89,93
0,83,86
1,95,95
0,80,90
0,64,72
0,85,90
0,76,80
1,93,95
1,58,60
0,64,99
0,67,82
0,56,84
0,81,95
0,58,67
1,80,82
0,59,92
0,89,95
0,87,98
1,74,75
0,86,92
0,82,99
0,76,96
1,87,90
0,74,97
0,92,97
0,62,91
0,76,82
0,65,74
1,85,92
0,51,85
0,83,86
1,93,93
1,65,65
0,93,95
0,76,92
0,78,91
1,64,64
1,87,94
1,93,94
1,81,83
1,89,89
0,71,98
0,76,99
0,63,76
0,78,96
1,66,67
0,77,88
0,81,93
1,78,79
0,56,71
1,83,84
1,95,95
0,61,79
0,88,99
0,63,90
0,77,96
0,61,89
0,61,77
0,52,91
1,72,86
1,95,95
1,68,69
1,97,97
1,94,94
1,85,88
0,82,96
1,63,64
0,85,88
1,99,99
1,69,71
1,99,99
0,65,72
0,53,88
0,86,95
1,88,88
0,74,84
0,72,86
0,84,87
1,75,76
0,65,77
0,86,93
1,89,96
0,84,97
0,59,75
0,80,84
0,58,92
0,69,85
0,63,77
0,63,93
0,50,64
0,59,93
0,53,88
1,92,99
1,97,98
0,70,81
0,58,70
0,79,96
1,84,84
1,96,97
0,80,90
0,97,99
0,87,93
0,61,92
0,64,89
0,89,94
0,66,77
0,78,88
0,84,93
0,72,77
1,67,68
0,50,53
1,98,99
0,63,85
0,93,99
0,71,89
0,75,98
0,56,73
0,96,97
0,50,76
1,98,99
1,81,90
1,84,84
0,91,98
0,83,96
0,54,83
1,80,81
1,90,91
0,71,79
1,94,95
0,53,92
0,52,78
0,59,95
0,92,98
1,88,93
1,99,99
0,52,91
1,83,92
1,96,98
0,76,97
0,71,86
0,87,91
0,52,66
1,97,97
1,74,98
0,51,79
1,84,86
0,70,89
0,53,73
0,90,98
0,73,98
1,98,98
0,62,77
1,94,94
0,93,99
0,86,95
0,63,79
0,89,98
0,53,67
0,64,85
0,59,93
0,60,89
1,96,98
0,69,91
0,84,96
0,71,99
0,57,84
0,55,92
0,55,66
0,64,71
1,87,88
0,95,97
1,73,73
0,92,95
0,90,93
0,89,93
0,81,84
1,51,51
0,78,91
0,75,94
0,68,82
1,97,97
0,61,81
0,73,80
0,55,82
1,97,97
0,83,89
0,81,91
0,52,82
0,89,97
0,68,87
1,93,94
1,53,69
1,50,51
0,93,96
0,90,99
1,98,99
0,54,97
0,75,86
0,60,96
0,57,83
0,54,62
0,57,81
0,67,91
0,64,78
0,72,82
0,90,94
1,73,74
0,53,60
0,72,96
0,73,91
1,65,66
0,66,99
0,93,95
0,82,90
0,63,96
0,82,91
0,85,91
0,57,65
1,58,80
0,61,77
0,61,82
1,60,63
1,77,77
1,80,92
0,62,64
0,79,94
0,57,86
0,63,84
0,61,66
1,79,80
0,85,97
0,63,91
1,59,65
0,86,91
1,75,92
0,93,96
0,78,86
1,73,92
0,78,93
0,70,96
0,53,93
0,68,94
0,50,68
1,95,97
0,65,67
0,62,82
0,54,93
0,62,97
1,80,81
0,91,96
0,85,88
0,57,66
0,57,86
0,88,95
0,60,65
0,58,63
0,84,97
0,64,77
0,67,87
0,71,91
0,83,92
1,93,99
0,67,73
1,96,96
0,50,66
0,71,76
0,80,86
0,88,99
0,62,94
0,86,96
1,64,82
1,71,75
0,58,62
0,71,85
0,57,93
1,76,76
1,98,99
0,61,83
1,96,97
0,76,95
0,68,74
1,74,89
0,68,98
0,57,75
0,80,93
0,86,98
1,89,98
0,50,67
0,80,93
0,75,78
1,79,81
0,83,93
0,50,71
1,65,77
0,63,77
1,98,98
0,59,82
1,89,90
1,88,88
1,69,71
0,50,67
0,88,95
1,98,98
0,85,92
0,56,69
1,78,91
0,57,69
0,77,96
0,84,95
0,80,95
0,84,95
0,82,85
1,80,92
0,79,91
1,99,99
0,88,98
0,52,74
0,86,96
0,75,97
0,51,94
1,63,63
0,76,83
0,79,90
0,53,65
1,89,95
1,58,60
0,50,70
0,51,89
0,79,85
0,56,98
0,57,87
0,91,97
1,58,58
0,84,93
1,94,94
1,99,99
0,61,80
0,83,98
0,59,71
1,90,91
0,89,95
0,66,97
1,85,87
0,78,82
0,76,90
0,50,90
0,88,94
1,98,99
1,83,83
0,76,79
0,74,95
1,79,83
0,75,85
0,65,97
0,52,74
1,56,68
0,80,97
0,84,87
0,69,84
0,50,78
0,63,71
0,65,83
0,94,97
0,56,95
1,96,99
1,90,91
1,89,91
0,68,97
1,72,75
1,96,98
0,80,95
0,52,73
0,50,86
0,95,97
0,64,74
0,56,75
1,95,95
0,77,90
1,85,86
1,86,86
0,61,74
0,73,86
0,86,94
0,85,89
1,89,92
0,77,85
1,80,81
0,74,98
1,96,97
0,68,91
0,90,95
0,55,68
0,82,85
0,79,94
1,72,75
0,78,87
0,62,97
0,72,76
0,79,85
0,95,99
1,92,92
1,58,60
0,66,78
0,72,90
0,54,96
0,71,81
0,58,96
0,67,94
1,99,99
0,61,68
0,65,87
0,70,75
0,54,58
0,59,84
0,93,97
0,76,98
1,82,82
1,86,90
0,59,97
0,73,86
0,87,95
0,72,88
0,71,90
1,91,92
1,99,99
0,67,83
0,77,92
0,86,90
0,88,96
1,79,80
1,76,80
0,71,89
0,57,66
0,63,96
0,80,88
1,87,97
1,93,96
0,84,92
0,81,87
0,56,87
1,76,80
0,65,88
0,70,85
0,69,98
0,75,88
0,82,99
0,84,92
0,89,98
0,50,84
1,77,77
0,63,82
1,78,93
0,79,90
0,80,91
0,61,86
0,76,95
0,68,75
0,93,98
1,97,98
1,98,98
0,59,73
1,73,83
0,83,86
1,88,98
1,59,67
0,95,98
0,69,95
0,67,73
0,77,95
0,53,82
0,65,87
0,66,88
0,86,96
0,80,92
0,92,97
0,90,93
0,56,95
0,73,92
0,80,98
1,72,78
0,76,85
1,58,59
0,67,91
0,65,90
0,55,70
0,66,85
0,57,94
1,80,80
0,63,74
1,91,93
0,55,97
0,76,83
0,68,99
0,83,97
1,98,98
1,86,86
0,77,92
1,88,92
1,91,91
0,82,94
0,93,98
0,90,99
0,85,87
0,53,70
0,62,85
0,63,98
0,67,78
0,92,96
0,75,93
0,55,73
0,78,95
0,57,90
0,61,90
0,51,79
1,80,99
0,83,97
0,66,68
0,67,81
0,73,78
1,69,73
0,56,93
0,50,60
1,99,99
1,59,77
1,84,98
0,63,90
0,65,78
1,78,92
0,96,99
0,78,90
0,85,93
0,60,88
0,50,98
0,67,85
0,55,80
0,93,98
0,72,85
0,51,85
1,73,74
0,78,97
0,90,97
0,58,98
1,70,72
1,98,99
0,88,93
0,64,69
0,72,74
0,95,98
0,74,96
0,68,84
0,97,99
1,67,67
0,79,98
0,69,74
0,57,60
1,99,99
0,77,97
1,91,92
0,79,98
1,51,51
0,88,97
0,80,84
0,87,89
1,86,88
0,90,93
1,98,98
0,85,95
0,81,90
1,74,75
0,68,77
0,58,87
1,68,68
0,82,95
1,94,95
1,56,79
0,90,98
0,85,93
1,95,95
1,91,98
0,96,99
1,97,98
1,99,99
0,88,98
1,85,88
0,67,75
0,68,78
0,65,94
0,91,97
0,84,98
1,97,97
1,86,86
0,75,85
0,56,67
0,73,95
0,71,98
0,94,98
0,72,96
0,67,78
0,51,97
0,95,97
0,67,85
0,59,92
0,51,85
1,88,90
0,62,95
0,58,76
1,97,97
0,95,97
0,94,97
1,94,98
0,93,99
1,60,62
0,58,82
0,72,81
0,84,96
0,82,86
1,66,79
0,93,97
1,87,89
1,87,98
0,79,85
0,76,92
0,78,96
0,75,96
1,79,79
0,64,89
0,64,93
1,88,94
0,83,92
0,95,96
1,71,71
0,87,89
1,91,94
0,91,96
0,68,78
0,65,97
0,83,91
0,96,99
0,79,82
0,94,98
0,92,99
0,53,67
0,96,98
0,78,88
0,82,91
1,93,93
0,64,94
0,63,96
0,52,76
0,85,99
1,59,61
0,53,91
1,80,80
1,76,76
0,67,82
0,93,96
1,65,66
0,91,98
1,55,55
0,60,90
0,77,83
0,75,82
0,60,91
0,65,71
0,62,64
1,97,98
0,69,92
0,89,98
0,93,95
0,77,90
0,54,71
0,61,66
1,97,99
1,87,96
1,58,58
1,98,98
1,98,99
1,93,93
0,89,96
1,98,99
0,89,90
0,63,77
0,53,96
1,99,99
1,99,99
0,75,90
0,84,90
0,93,98
0,85,95
0,81,95
0,56,80
0,61,90
1,68,68
0,51,93
0,68,91
0,88,91
0,50,81
0,51,81
1,93,94
0,62,81
0,82,94
0,73,83
0,52,69
0,71,74
0,69,87
0,55,78
1,73,80
0,66,97
0,58,90
1,95,95
0,73,88
0,65,86
0,94,97
0,69,98
0,95,99
0,55,79
0,96,99
0,89,97
0,59,81
0,61,79
0,54,72
0,67,80
1,52,54
1,79,79
0,81,95
0,87,92
0,62,97
0,97,99
1,99,99
0,93,98
1,87,87
0,80,83
1,97,97
1,89,94
0,52,66
1,67,69
0,64,89
0,50,62
0,66,94
0,68,81
0,68,87
0,91,96
0,81,89
0,56,82
0,76,81
0,69,88
0,78,82
0,83,91
1,87,95
1,78,86
0,55,72
0,88,94
0,57,87
0,81,84
0,54,80
0,76,79
1,97,99
0,59,87
0,82,92
0,82,85
0,84,88
0,82,95
0,53,59
0,52,89
0,55,72
0,52,93
0,50,75
0,56,66
0,67,92
0,59,73
0,53,92
0,76,97
1,81,85
0,86,95
0,57,94
0,60,97
0,52,94
0,78,82
0,69,85
1,90,95
1,97,97
0,50,69
0,55,91
0,66,85
0,74,98
0,50,93
1,91,92
0,58,91
0,92,97
1,92,93
0,71,83
0,71,80
0,64,73
1,97,97
1,86,87
0,94,97
0,66,86
1,99,99
0,55,92
0,79,89
0,67,94
1,83,83
0,93,95
0,64,95
0,86,91
0,61,85
0,70,91
0,72,92
0,69,93
0,65,89
0,90,99
1,74,75
0,89,97
1,52,52
0,53,91
1,96,96
0,78,96
0,78,94
1,96,99
0,91,99
0,73,79
0,69,86
0,62,91
0,80,82
0,83,85
0,78,88
1,97,99
0,66,68
0,57,71
0,87,91
0,73,76
0,57,88
0,73,97
0,59,77
0,86,98
0,81,98
0,81,88
1,77,78
0,73,93
0,86,90
0,94,96
1,90,91
0,92,97
0,88,94
0,66,95
0,79,97
0,55,71
0,71,91
0,72,76
0,64,77
0,88,94
1,76,76
0,70,96
1,87,88
0,57,80
0,77,88
1,69,87
0,87,94
0,67,98
0,86,96
0,92,97
0,53,79
0,85,90
0,54,75
0,54,75
0,60,97
1,90,91
0,93,96
0,55,84
0,58,63
1,88,89
0,80,84
1,54,54
0,68,79
0,50,80
0,70,84
1,98,98
0,75,98
1,93,93
0,70,86
1,98,99
0,59,95
0,72,91
0,63,79
0,77,88
0,58,86
0,80,92
0,64,85
1,91,91
0,78,82
0,71,89
0,76,94
0,74,92
1,66,72
0,80,99
0,80,91
0,74,77
0,59,66
0,74,95
1,77,77
0,53,89
0,67,99
0,95,99
0,63,86
1,96,96
0,71,76
0,64,90
0,68,77
1,84,84
0,74,78
0,57,70
0,66,76
0,77,91
0,76,81
0,56,91
1,99,99
0,56,90
0,61,81
1,91,94
1,56,56
1,53,58
0,61,82
1,60,67
0,53,80
1,97,97
1,98,99
1,85,85
0,73,92
0,60,66
0,85,98
0,60,88
1,62,63
0,88,99
0,91,98
0,79,90
0,52,87
0,58,61
0,50,65
1,64,64
0,50,93
1,99,99
0,96,99
0,95,98
0,81,90
1,99,99
0,52,97
0,84,96
0,58,68
0,81,94
0,83,97
1,70,75
0,75,80
0,83,84
0,77,87
0,69,76
0,66,86
0,63,76
0,61,83
0,91,94
0,58,62
0,53,75
0,57,61
0,55,75
1,98,98
0,84,89
1,95,96
0,62,96
0,66,80
0,88,92
0,56,78
1,94,94
0,83,96
0,62,86
0,53,68
1,58,76
0,64,96
0,81,98
0,72,98
1,88,88
0,72,91
0,79,95
0,67,97
0,68,97
0,73,96
0,66,84
1,63,78
0,93,99
0,89,99
0,71,87
0,89,93
0,61,74
0,64,82
0,57,77
1,96,98
0,63,96
0,76,99
1,56,59
1,98,99
1,99,99
0,66,70
0,86,94
0,85,98
0,84,97
1,85,86
0,69,71
1,89,95
0,79,96
0,55,60
0,56,62
1,95,99
0,94,99
0,85,87
0,75,97
0,52,79
0,63,84
0,58,60
0,68,84
1,96,96
0,83,87
0,58,69
0,83,91
0,70,82
0,86,96
1,58,69
0,51,86
0,50,74
0,85,95
0,64,79
0,61,72
0,85,93
1,69,82
0,54,82
0,84,89
0,82,89
1,58,74
1,71,72
0,90,93
0,82,86
0,57,61
0,84,94
0,72,74
1,85,86
0,85,95
0,57,89
1,63,64
0,67,90
0,64,86
0,63,77
1,76,76
0,69,90
1,61,61
0,93,95
0,94,98
0,75,83
0,80,84
1,84,84
0,58,64
0,53,92
0,76,96
1,57,57
0,91,94
0,89,96
1,79,79
1,99,99
0,55,69
1,84,85
0,57,60
0,74,98
0,70,96
0,87,98
1,90,99
0,90,98
0,91,98
0,77,92
0,61,88
0,62,80
0,66,70
0,67,91
0,88,93
0,91,94
0,91,95
1,87,88
0,79,98
0,74,98
0,66,75
0,51,59
0,73,81
0,86,90
1,99,99
0,70,86
0,90,94
0,70,94
0,54,58
0,69,81
0,80,84
0,91,95
0,52,98
0,89,98
0,67,88
0,74,99
0,69,95
0,50,72
0,91,99
0,69,80
0,63,98
0,82,86
0,52,81
0,68,84
0,93,98
0,73,75
0,87,93
0,65,78
0,54,87
0,83,99
0,80,94
0,68,98
0,65,89
0,56,90
0,50,68
0,53,59
0,74,94
1,55,57
0,81,86
0,60,98
0,61,91
0,68,82
0,87,95
0,69,73
0,61,76
0,62,70
0,63,97
0,71,74
1,99,99
0,81,96
0,73,97
0,53,61
1,80,87
0,90,98
0,84,91
0,61,77
0,61,66
0,64,89
0,97,99
0,85,95
1,72,74
0,69,91
0,77,85
0,67,86
0,63,91
0,80,85
1,96,97
0,92,97
1,65,65
0,71,77
0,77,81
1,91,96
0,71,91
0,71,95
0,68,76
1,73,89
0,65,83
1,67,82
0,55,58
1,75,77
1,67,71
1,98,99
0,74,80
1,94,95
0,78,89
1,76,76
0,52,84
0,78,82
0,69,96
0,60,66
0,73,79
0,51,92
1,97,98
0,75,89
0,58,97
0,57,83
0,80,91
0,74,76
0,59,69
1,98,98
0,57,94
0,66,83
1,60,63
1,99,99
0,64,92
1,95,98
0,93,98
1,95,95
0,78,87
0,73,96
0,62,88
0,84,95
1,91,92
0,57,86
0,84,92
0,52,90
0,84,98
0,60,82
0,76,93
0,66,95
1,85,85
1,86,89
1,91,97
0,77,87
0,57,70
0,60,77
0,54,67
0,55,76
0,69,96
0,77,86
1,92,96
0,77,95
0,59,70
0,70,76
1,87,97
0,73,99
1,95,96
0,96,99
0,91,95
0,59,64
0,79,83
1,99,99
0,70,80
0,56,68
0,82,83
1,97,98
1,97,98
0,50,81
0,61,91
1,97,98
0,66,73
0,82,95
0,75,94
0,67,86
0,57,65
0,56,83
0,64,82
1,81,83
0,91,96
0,74,93
0,91,99
0,86,94
0,69,91
0,87,95
0,79,83
0,68,95
0,64,80
1,95,96
1,99,99
1,93,93
0,77,99
0,69,87
0,74,88
0,88,96
0,78,92
0,88,94
0,71,96
1,75,75
0,79,98
0,84,89
0,78,98
0,72,92
0,59,68
0,63,87
0,53,93
0,52,89
1,54,82
0,71,83
0,90,93
0,86,96
0,55,94
0,55,73
1,90,92
0,78,95
0,79,91
0,72,79
0,85,95
1,97,98
0,59,97
0,60,97
0,60,62
0,77,91
0,73,84
0,60,83
0,51,78
0,72,85
0,79,99
0,50,78
0,75,97
0,70,93
1,52,92
0,62,76
0,53,84
0,95,97
0,76,80
0,91,94
0,55,98
0,78,98
0,72,94
1,98,98
0,75,97
0,85,98
0,84,94
0,57,59
0,75,86
0,77,88
0,79,84
0,65,82
1,91,91
0,59,88
0,81,88
0,56,84
0,61,95
1,98,98
0,74,79
0,77,84
1,83,84
0,53,89
0,89,99
1,79,80
1,96,97
1,96,96
0,91,92
0,55,95
0,62,99
0,60,84
0,74,80
1,63,83
1,95,95
0,76,94
0,71,95
1,88,88
0,58,90
0,81,84
0,57,88
0,72,96
0,72,82
0,88,96
1,94,97
0,79,94
0,62,92
0,52,95
0,79,85
0,82,92
0,58,82
0,52,83
0,79,97
0,62,98
0,53,62
0,85,98
0,59,89
0,62,89
0,89,95
0,94,99
0,54,72
1,91,95
1,93,94
1,97,97
1,60,87
0,81,91
1,72,74
0,59,77
0,79,94
0,88,91
1,58,60
0,73,98
1,97,98
1,80,81
1,99,99
1,72,74
0,77,99
1,90,94
0,93,98
0,56,78
1,65,95
0,59,97
0,92,99
0,56,74
0,90,95
1,79,94
0,54,93
0,89,92
0,75,79
1,97,97
0,61,72
0,87,91
0,68,86
0,56,68
0,62,94
0,88,95
0,88,92
0,56,78
0,79,88
0,62,90
0,79,98
0,82,86
0,56,79
0,60,62
1,91,96
0,68,79
0,54,95
1,55,78
0,63,84
1,94,94
0,77,92
0,66,90
1,94,97
0,76,83
0,78,98
0,63,80
0,66,80
0,70,89
0,86,94
0,63,77
1,95,95
0,73,95
0,77,80
0,82,98
0,93,97
0,66,76
1,91,92
1,73,84
0,83,89
0,65,98
0,72,85
0,64,87
0,66,82
0,70,93
1,63,64
0,74,85
0,85,94
0,67,88
1,97,99
1,74,75
1,57,80
1,97,97
0,59,93
0,84,89
0,60,62
0,93,95
1,99,99
0,76,97
0,74,91
0,61,97
1,93,94
0,55,97
1,97,98
0,58,85
0,77,96
0,50,93
0,62,95
0,70,96
1,85,87
1,82,82
1,69,73
0,88,96
0,84,98
0,57,64
1,98,98
0,90,93
0,74,95
0,66,92
0,62,90
0,76,84
0,95,98
0,74,78
0,69,84
1,84,86
0,64,79
0,72,76
0,70,72
0,72,89
0,70,92
0,71,88
1,88,89
0,73,95
0,56,93
0,72,94
0,86,93
1,98,98
1,95,96
1,82,82
0,89,96
1,74,90
1,59,63
0,51,67
0,57,73
0,67,84
1,88,88
0,56,89
1,72,72
0,55,57
0,90,98
0,51,87
1,96,97
0,60,91
1,79,89
1,97,99
0,85,95
0,53,80
0,59,77
1,99,99
0,59,98
0,52,80
1,72,72
0,95,98
0,80,95
0,56,77
0,51,88
1,92,92
1,99,99
1,78,79
0,90,93
1,77,78
1,90,94
0,85,96
1,79,79
0,81,91
1,88,88
0,57,64
0,60,81
0,79,84
0,66,81
0,60,89
1,72,72
0,57,92
1,87,87
0,76,83
0,81,94
0,61,70
0,81,99
0,58,96
1,98,98
0,55,62
0,93,96
0,52,87
0,53,70
0,90,92
1,88,89
0,80,94
0,96,99
1,88,88
1,95,95
0,68,95
0,81,96
0,52,87
0,61,82
0,61,96
1,82,83
0,79,84
0,66,67
0,63,70
1,83,90
1,87,87
0,93,98
0,75,99
0,77,86
1,64,64
0,52,78
0,60,94
1,87,89
1,82,82
0,78,88
0,83,95
0,79,95
0,70,76
0,55,81
1,95,95
0,88,94
0,78,97
0,66,85
0,83,99
0,65,92
0,81,91
0,87,97
0,72,75
1,59,62
1,84,84
1,87,88
0,63,82
1,56,57
0,79,99
0,64,72
0,82,92
0,73,93
0,50,79
0,69,84
0,85,98
0,66,70
1,98,98
0,78,79
0,63,81
0,65,99
1,64,66
0,88,95
0,52,62
1,95,96
0,73,91
0,78,98
0,68,77
0,67,91
1,98,98
0,94,96
1,70,74
0,61,77
0,94,98
0,80,92
0,53,67
1,82,82
1,83,94
0,57,96
0,75,83
1,91,98
0,71,84
1,57,57
0,96,98
0,86,89
0,81,84
1,70,81
0,78,97
1,92,93
0,86,92
0,62,71
0,74,99
0,56,85
1,60,82
0,86,92
0,82,87
0,71,82
0,61,62
1,96,96
1,75,90
0,89,97
1,88,89
1,98,98
0,80,95
0,86,97
1,94,94
0,54,79
0,70,93
0,58,89
1,89,94
1,87,89
1,98,98
1,67,68
0,67,79
0,62,92
1,59,60
0,69,94
0,80,87
0,81,84
1,56,96
0,51,83
0,57,96
0,82,89
1,87,88
0,82,92
1,74,75
0,97,99
1,94,94
0,50,74
0,92,94
0,76,88
1,69,77
0,57,75
0,55,77
0,51,89
0,87,93
0,67,93
0,57,68
0,91,95
0,56,98
0,76,86
0,76,98
1,98,98
0,71,82
0,51,65
0,53,90
0,73,86
0,65,92
0,54,75
0,75,87
1,99,99
0,65,94
0,55,67
0,61,68
0,56,62
0,74,85
0,78,90
0,79,84
0,72,92
0,84,93
1,98,98
1,52,52
1,66,88
1,91,92
0,57,67
1,98,98
0,52,91
0,92,96
0,55,75
0,67,89
0,70,81
0,73,77
0,52,72
1,67,71
0,67,92
0,51,80
1,91,94
0,65,92
0,53,96
1,78,78
0,82,86
0,57,95
0,74,97
0,63,86
0,55,75
0,97,99
0,72,80
0,66,98
1,79,92
0,76,90
1,99,99
0,87,92
0,79,95
0,50,95
0,81,97
0,80,96
0,64,89
0,53,92
0,67,79
0,60,67
1,90,90
0,60,64
0,92,95
0,74,95
0,58,78
0,69,99
0,75,89
0,67,82
0,69,77
0,50,72
0,69,88
0,72,90
1,76,78
0,56,79
0,79,98
0,91,93
1,96,96
0,68,85
0,57,89
0,86,94
1,71,75
0,62,98
0,58,93
0,75,94
1,70,73
0,90,93
0,53,67
0,65,96
0,52,68
0,55,58
0,57,74
0,78,98
1,54,65
0,51,64
1,57,57
1,61,61
1,60,67
1,93,97
0,92,96
0,70,74
0,58,82
0,80,88
1,85,88
0,52,80
0,87,99
0,87,89
0,59,93
1,76,76
0,56,72
0,74,96
0,55,90
0,81,83
0,63,91
0,73,77
0,86,96
0,65,91
1,70,81
0,75,88
0,93,99
0,62,85
0,88,93
0,89,98
1,85,86
0,74,94
0,56,84
0,78,96
0,71,89
0,67,81
0,84,86
1,75,87
1,89,89
0,74,82
0,93,99
0,85,94
0,57,95
1,94,95
1,66,76
0,50,67
0,82,83
0,71,93
0,61,65
0,62,91
0,79,92
0,87,98
0,68,98
0,75,82
1,54,85
0,50,66
0,89,98
0,70,78
0,76,79
0,72,96
0,89,94
1,89,90
1,60,64
0,80,86
0,55,85
0,67,78
0,78,96
1,62,66
0,73,99
1,94,96
0,62,91
0,54,70
0,51,77
0,57,88
0,59,66
0,70,83
0,91,98
0,59,95
0,84,97
0,93,99
0,55,69
0,79,92
0,66,69
0,77,85
0,76,95
0,58,62
0,70,96
0,71,94
1,83,83
1,97,97
0,96,99
0,59,86
0,72,93
0,65,73
0,64,93
0,59,72
1,92,93
1,96,98
1,99,99
0,89,93
0,89,97
0,63,85
0,65,79
0,92,94
0,55,72
0,61,99
0,63,70
0,58,84
0,88,92
1,71,73
0,80,90
0,57,79
1,98,98
0,58,95
1,50,90
0,89,92
0,77,84
0,61,69
0,86,96
1,96,96
1,67,73
0,97,99
0,77,96
0,95,98
0,80,90
0,80,97
0,86,93
0,87,89
0,55,66
0,82,97
1,95,95
0,75,95
0,50,63
0,51,82
0,61,93
0,92,95
1,93,94
0,76,98
0,52,61
0,73,74
0,55,60
1,99,99
0,69,98
1,80,80
1,71,87
0,83,98
0,87,99
0,80,87
0,86,93
0,54,86
0,77,92
1,93,94
0,62,91
1,53,83
1,59,59
0,85,95
1,92,92
0,52,81
0,87,98
0,72,86
1,71,77
0,55,59
0,64,89
0,58,81
0,72,93
1,91,91
0,59,96
0,51,64
0,84,97
0,71,74
0,70,79
1,88,89
0,84,94
0,60,95
0,86,99
0,56,97
1,69,87
0,60,75
0,52,74
0,72,94
0,62,74
0,54,74
0,67,95
0,52,87
0,62,74
0,71,90
0,68,89
0,66,76
0,75,91
1,90,96
0,58,83
1,89,89
1,57,71
1,87,90
0,55,68
1,96,97
0,74,84
0,73,74
0,55,75
0,91,98
0,51,60
1,72,88
1,68,72
1,82,82
0,84,98
0,68,78
0,71,75
1,73,97
1,86,91
0,62,75
0,82,94
0,59,95
1,73,77
1,67,69
0,72,83
1,62,63
0,50,92
0,62,72
0,60,64
0,55,85
1,94,98
0,80,89
1,96,96
0,79,81
1,97,99
0,74,79
1,94,94
0,68,92
0,53,95
0,74,99
0,69,77
0,90,92
1,89,90
1,88,94
0,50,72
0,87,94
1,60,72
0,74,86
0,63,87
1,98,99
0,55,83
0,69,97
1,91,92
0,62,69
0,56,91
0,93,96
0,88,98
0,75,82
0,85,92
0,58,89
0,72,93
0,96,99
0,63,96
0,85,96
0,92,94
0,64,96
0,71,84
0,84,99
0,86,91
0,55,78
0,74,96
0,59,88
0,50,69
0,62,78
1,55,56
0,52,73
0,91,99
0,69,82
0,86,96
0,67,75
0,59,76
1,98,98
0,77,81
0,75,87
0,75,96
1,93,93
0,67,96
0,79,83
1,64,67
0,90,94
0,68,76
0,81,92
0,58,82
0,61,90
0,65,79
0,63,89
0,73,97
0,78,99
0,87,95
1,68,68
0,63,69
0,51,58
0,53,72
0,51,57
1,94,95
0,89,95
1,92,96
0,77,96
0,50,69
0,65,91
0,89,97
0,62,84
1,98,98
0,57,93
0,96,98
0,83,87
1,67,82
0,83,95
1,65,74
0,88,91
0,58,75
0,72,85
0,76,97
1,63,64
0,93,97
0,73,83
1,92,93
0,65,99
0,94,98
0,66,99
1,55,56
1,73,96
1,91,93
0,81,91
0,57,74
0,95,97
0,72,85
0,95,99
0,57,90
0,54,89
0,56,73
0,65,99
0,57,90
0,59,74
0,71,84
1,52,73
0,69,93
0,70,74
0,84,89
0,95,97
1,70,71
1,95,95
0,67,93
0,86,99
0,51,94
0,94,99
1,81,87
0,57,82
0,62,98
0,88,92
0,70,88
1,81,90
0,94,96
0,74,91
0,76,81
0,68,77
1,74,76
0,67,90
0,62,64
0,71,94
0,66,77
0,56,87
0,60,68
1,98,98
1,96,97
1,99,99
0,77,86
1,53,53
0,63,83
0,71,88
0,61,99
0,50,84
0,59,73
0,60,73
1,84,86
0,72,85
0,53,68
0,83,95
0,60,74
0,90,96
0,57,78
1,75,75
0,61,99
0,85,97
0,85,98
0,57,96
0,55,61
0,62,70
0,57,83
0,78,86
0,87,96
0,67,75
0,55,87
0,91,97
0,68,89
0,92,98
0,67,78
0,77,90
0,97,99
1,81,87
0,52,69
1,98,98
0,57,85
0,76,84
0,84,92
1,96,97
0,74,86
0,66,68
0,71,80
1,98,98
0,74,92
1,64,80
1,81,84
0,79,81
1,96,97
0,70,95
0,66,68
0,83,99
0,67,75
1,75,94
0,79,84
0,93,95
0,67,97
1,84,85
0,70,76
0,70,87
0,61,72
0,77,83
0,65,73
0,64,69
0,74,96
0,73,99
0,74,96
0,78,81
0,54,63
0,51,63
0,55,92
0,85,97
1,96,98
0,63,96
0,59,83
0,58,66
1,88,89
1,79,82
1,83,83
0,75,98
1,99,99
0,54,59
0,77,95
0,86,99
0,83,91
0,70,80
1,82,83
0,57,68
0,51,74
1,97,97
0,90,98
0,92,98
0,79,85
0,70,79
0,88,93
0,91,98
0,65,97
0,52,65
0,81,83
0,69,90
0,60,94
0,85,99
0,59,95
1,91,91
1,89,91
0,70,84
0,67,92
1,90,99
1,99,99
1,91,93
1,96,98
0,71,81
0,90,97
1,95,97
1,97,99
0,61,79
0,57,87
0,96,98
0,54,86
1,52,52
0,53,79
1,87,88
0,84,93
0,84,92
0,58,94
0,81,85
1,96,96
1,98,99
0,67,95
